110,Amazing Panda Adventure, The (1995)
111,Basketball Diaries, The (1995)
112,Amateur (1994)
113,Apollo 13 (1995)
114,Rob Roy (1995)
115,Addiction, The (1995)
116,Batman Forever (1995)
117,Beauty of the Day (Belle de jour) (1967)
118,Beyond Rangoon (1995)
119,Blue in the Face (1995)
120,Canadian Bacon (1995)
121,Casper (1995)
122,Clockers (1995)
123,Congo (1995)
124,Crimson Tide (1995)
125,Crumb (1994)
126,Desperado (1995)
127,Devil in a Blue Dress (1995)
128,Die Hard: With a Vengeance (1995)
129,Doom Generation, The (1995)
130,First Knight (1995)
131,Free Willy 2: The Adventure Home (1995)
132,Hackers (1995)
133,Jeffrey (1995)
134,Johnny Mnemonic (1995)
135,Judge Dredd (1995)
136,Jury Duty (1995)
137,Kids (1995)
138,Living in Oblivion (1995)
139,Lord of Illusions (1995)
140,Mad Love (1995)
141,Mallrats (1995)
142,Mighty Morphin Power Rangers: The Movie (1995)
143,Moonlight and Valentino (1995)
144,Mute Witness (1994)
145,Net, The (1995)
146,Nine Months (1995)
147,Party Girl (1995)
148,Prophecy, The (1995)
149,Safe (1995)
150,Scarlet Letter, The (1995)
151,Showgirls (1995)
152,Smoke (1995)
153,Something to Talk About (1995)
154,Species (1995)
155,Strange Days (1995)
156,Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)
157,To Wong Foo, Thanks for Everything! Julie Newmar (1995)
158,Under Siege 2: Dark Territory (1995)
159,Unstrung Heroes (1995)
160,Unzipped (1995)
161,Walk in the Clouds, A (1995)
162,Waterworld (1995)
163,White Man's Burden (1995)
164,Browning Version, The (1994)
165,Burnt by the Sun (Utomlyonnye solntsem) (1994)
166,Before the Rain (Pred dozhdot) (1994)
167,Before Sunrise (1995)
168,Billy Madison (1995)
169,Babysitter, The (1995)
170,Boys on the Side (1995)
171,Cure, The (1995)
172,Circle of Friends (1995)
173,Clerks (1994)
174,Don Juan DeMarco (1995)
175,Disclosure (1994)
176,Drop Zone (1994)
177,Death and the Maiden (1994)
178,Dolores Claiborne (1995)
179,Dumb & Dumber (Dumb and Dumber) (1994)
180,Eat Drink Man Woman (Yin shi nan nu) (1994)
181,Exotica (1994)
182,Exit to Eden (1994)
183,Ed Wood (1994)
184,French Kiss (1995)
185,Forget Paris (1995)
186,Far From Home: The Adventures of Yellow Dog (1995)
187,Goofy Movie, A (1995)
188,Hideaway (1995)
189,Fluke (1995)
190,Farinelli: il castrato (1994)
191,Hoop Dreams (1994)
192,Heavenly Creatures (1994)
193,Houseguest (1994)
194,Immortal Beloved (1994)
195,Heavyweights (Heavy Weights) (1995)
196,I.Q. (1994)
197,Interview with the Vampire: The Vampire Chronicles (1994)
198,Jefferson in Paris (1995)
199,Jerky Boys, The (1995)
200,Junior (1994)
201,Just Cause (1995)
202,Kid in King Arthur's Court, A (1995)
203,Kiss of Death (1995)
204,Star Wars: Episode IV - A New Hope (1977)
205,Little Women (1994)
206,Little Princess, A (1995)
207,Like Water for Chocolate (Como agua para chocolate) (1992)
208,Legends of the Fall (1994)
209,Major Payne (1995)
210,Little Odessa (1994)
211,My Crazy Life (Mi vida loca) (1993)
212,Love Affair (1994)
213,Losing Isaiah (1995)
214,Madness of King George, The (1994)
215,Mary Shelley's Frankenstein (Frankenstein) (1994)
216,Man of the House (1995)
217,Mixed Nuts (1994)
218,Milk Money (1994)
219,Miracle on 34th Street (1994)
220,Miami Rhapsody (1995)
221,My Family (1995)
222,Murder in the First (1995)
223,Nobody's Fool (1994)
224,Nell (1994)
225,Natural Born Killers (1994)
226,Only You (1994)
227,Once Were Warriors (1994)
228,Poison Ivy II (1996)
229,Outbreak (1995)
230,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
231,Perez Family, The (1995)
232,Pulp Fiction (1994)
233,Priest (1994)
234,Quiz Show (1994)
235,Queen Margot (Reine Margot, La) (1994)
236,Quick and the Dead, The (1995)
237,Roommates (1995)
238,Ready to Wear (Pret-A-Porter) (1994)
239,Three Colors: Red (Trois couleurs: Rouge) (1994)
240,Three Colors: Blue (Trois couleurs: Bleu) (1993)
241,Three Colors: White (Trzy kolory: Bialy) (1994)
242,Stuart Saves His Family (1995)
243,Swan Princess, The (1994)
244,Secret of Roan Inish, The (1994)
245,Specialist, The (1994)
246,Stargate (1994)
247,Santa Clause, The (1994)
248,Shawshank Redemption, The (1994)
249,Shallow Grave (1994)
250,Strawberry and Chocolate (Fresa y chocolate) (1993)
251,Swimming with Sharks (1995)
252,National Lampoon's Senior Trip (1995)
253,To Live (Huozhe) (1994)
254,Tank Girl (1995)
255,Tales from the Crypt Presents: Demon Knight (1995)
256,Star Trek: Generations (1994)
257,Tales from the Hood (1995)
258,Tom & Viv (1994)
259,Village of the Damned (1995)
260,Tommy Boy (1995)
261,Vanya on 42nd Street (1994)
262,What's Eating Gilbert Grape (1993)
263,Virtuosity (1995)
264,While You Were Sleeping (1995)
265,War, The (1994)
266,Muriel's Wedding (1994)
267,Baby-Sitters Club, The (1995)
268,Ace Ventura: Pet Detective (1994)
269,Adventures of Priscilla, Queen of the Desert, The (1994)
270,Backbeat (1993)
271,Bitter Moon (1992)
272,Bullets Over Broadway (1994)
273,Clear and Present Danger (1994)
274,Client, The (1994)
275,Corrina, Corrina (1994)
276,Crooklyn (1994)
277,Crow, The (1994)
278,Cobb (1994)
279,Flintstones, The (1994)
280,Forrest Gump (1994)
281,Four Weddings and a Funeral (1994)
282,Higher Learning (1995)
283,I Love Trouble (1994)
284,It Could Happen to You (1994)
285,Jungle Book, The (1994)
286,Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)
287,Lion King, The (1994)
288,Little Buddha (1993)
289,Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)
290,Mask, The (1994)
291,Maverick (1994)
292,Mrs. Parker and the Vicious Circle (1994)
293,Naked Gun 33 1/3: The Final Insult (1994)
294,Paper, The (1994)
295,Reality Bites (1994)
296,Red Rock West (1992)
297,Richie Rich (1994)
298,River Wild, The (1994)
299,Speed (1994)
300,Speechless (1994)
301,Timecop (1994)
302,True Lies (1994)
303,When a Man Loves a Woman (1994)
304,Wolf (1994)
305,Wyatt Earp (1994)
306,Bad Company (1995)
307,Low Down Dirty Shame, A (1994)
308,Boys Life (1995)
309,Faster Pussycat! Kill! Kill! (1965)
310,Street Fighter (1994)
311,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
312,In the Mouth of Madness (1995)
313,8 Seconds (1994)
314,Addams Family Values (1993)
315,Age of Innocence, The (1993)
316,Airheads (1994)
317,Air Up There, The (1994)
318,Another Stakeout (1993)
319,Bad Girls (1994)
320,Barcelona (1994)
321,Being Human (1993)
322,Beverly Hillbillies, The (1993)
323,Beverly Hills Cop III (1994)
324,Black Beauty (1994)
325,Blink (1994)
326,Blown Away (1994)
327,Blue Chips (1994)
328,Blue Sky (1994)
329,Body Snatchers (1993)
330,Boxing Helena (1993)
331,Bronx Tale, A (1993)
332,Cabin Boy (1994)
333,Carlito's Way (1993)
334,City Slickers II: The Legend of Curly's Gold (1994)
335,Clean Slate (1994)
336,Cliffhanger (1993)
337,Coneheads (1993)
338,Color of Night (1994)
339,Cops and Robbersons (1994)
340,Cowboy Way, The (1994)
341,Dave (1993)
342,Dazed and Confused (1993)
343,Demolition Man (1993)
344,Endless Summer 2, The (1994)
345,Even Cowgirls Get the Blues (1993)
346,Fatal Instinct (1993)
347,Farewell My Concubine (Ba wang bie ji) (1993)
348,Fearless (1993)
349,Fear of a Black Hat (1994)
350,With Honors (1994)
351,Flesh and Bone (1993)
352,Widows' Peak (1994)
353,For Love or Money (1993)
354,Firm, The (1993)
355,Free Willy (1993)
356,Fresh (1994)
357,Fugitive, The (1993)
358,Geronimo: An American Legend (1993)
359,Getaway, The (1994)
360,Getting Even with Dad (1994)
361,Go Fish (1994)
362,Hard Target (1993)
363,Heaven & Earth (1993)
364,Hot Shots! Part Deux (1993)
365,Live Nude Girls (1995)
366,Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)
367,House of the Spirits, The (1993)
368,Hudsucker Proxy, The (1994)
369,I'll Do Anything (1994)
370,In the Army Now (1994)
371,In the Line of Fire (1993)
372,In the Name of the Father (1993)
373,What's Love Got to Do with It? (1993)
374,Judgment Night (1993)
375,Jurassic Park (1993)
376,Kalifornia (1993)
377,Killing Zoe (1994)
378,King of the Hill (1993)
379,Lassie (1994)
380,Last Action Hero (1993)
381,Life with Mikey (1993)
382,Lightning Jack (1994)
383,M. Butterfly (1993)
384,Made in America (1993)
385,Malice (1993)
386,Man Without a Face, The (1993)
387,Manhattan Murder Mystery (1993)
388,Menace II Society (1993)
389,Executive Decision (1996)
390,In the Realm of the Senses (Ai no corrida) (1976)
391,Much Ado About Nothing (1993)
392,Mrs. Doubtfire (1993)
393,Naked (1993)
394,Next Karate Kid, The (1994)
395,No Escape (1994)
396,North (1994)
397,Orlando (1992)
398,Perfect World, A (1993)
399,Philadelphia (1993)
400,Piano, The (1993)
401,Poetic Justice (1993)
402,Program, The (1993)
403,Puppet Masters, The (1994)
404,Radioland Murders (1994)
405,Ref, The (1994)
406,Remains of the Day, The (1993)
407,Renaissance Man (1994)
408,Rising Sun (1993)
409,Road to Wellville, The (1994)
410,RoboCop 3 (1993)
411,Robin Hood: Men in Tights (1993)
412,Romeo Is Bleeding (1993)
413,Romper Stomper (1992)
414,Ruby in Paradise (1993)
415,Rudy (1993)
416,Schindler's List (1993)
417,Scout, The (1994)
418,Searching for Bobby Fischer (1993)
419,Secret Garden, The (1993)
420,Serial Mom (1994)
421,Shadow, The (1994)
422,Shadowlands (1993)
423,Short Cuts (1993)
424,Simple Twist of Fate, A (1994)
425,Sirens (1994)
426,Six Degrees of Separation (1993)
427,Sleepless in Seattle (1993)
428,Sliver (1993)
429,Blade Runner (1982)
430,Son in Law (1993)
431,So I Married an Axe Murderer (1993)
432,Striking Distance (1993)
433,Super Mario Bros. (1993)
434,Surviving the Game (1994)
435,Terminal Velocity (1994)
436,Thirty-Two Short Films About Glenn Gould (1993)
437,Threesome (1994)
438,Nightmare Before Christmas, The (1993)
439,Three Musketeers, The (1993)
440,Tombstone (1993)
441,Trial by Jury (1994)
442,True Romance (1993)
443,War Room, The (1993)
444,Pagemaster, The (1994)
445,Welcome to the Dollhouse (1995)
446,Cronos (1993)
447,Little Big League (1994)
448,Spanking the Monkey (1994)
449,Little Rascals, The (1994)
450,Andre (1994)
451,Princess Caraboo (1994)
452,Celluloid Closet, The (1995)
453,Brady Bunch Movie, The (1995)
454,Home Alone (1990)
455,Ghost (1990)
456,Aladdin (1992)
457,Terminator 2: Judgment Day (1991)
458,Dances with Wolves (1990)
459,Batman (1989)
460,Silence of the Lambs, The (1991)
461,Snow White and the Seven Dwarfs (1937)
462,Beauty and the Beast (1991)
463,Pinocchio (1940)
464,Pretty Woman (1990)
465,Wild Bunch, The (1969)
466,Bye Bye, Love (1995)
467,One Fine Day (1996)
468,Candyman: Farewell to the Flesh (1995)
469,Fargo (1996)
470,Homeward Bound II: Lost in San Francisco (1996)
471,Heavy Metal (1981)
472,Hellraiser: Bloodline (1996)
473,Pallbearer, The (1996)
474,Jane Eyre (1996)
475,Bread and Chocolate (Pane e cioccolata) (1973)
476,Aristocats, The (1970)
477,Flower of My Secret, The (La flor de mi secreto) (1995)
478,Ed (1996)
479,Thin Line Between Love and Hate, A (1996)
480,Last Supper, The (1995)
481,Primal Fear (1996)
482,All Dogs Go to Heaven 2 (1996)
483,Family Thing, A (1996)
484,Sgt. Bilko (1996)
485,Jack and Sarah (1995)
486,Girl 6 (1996)
487,Diabolique (1996)
488,Courage Under Fire (1996)
489,Mission: Impossible (1996)
490,Moll Flanders (1996)
491,Dragonheart (1996)
492,Eddie (1996)
493,James and the Giant Peach (1996)
494,Fear (1996)
495,Kids in the Hall: Brain Candy (1996)
496,Underground (1995)
497,Bloodsport 2 (a.k.a. Bloodsport II: The Next Kumite) (1996)
498,Song of the Little Road (Pather Panchali) (1955)
499,World of Apu, The (Apur Sansar) (1959)
500,Mystery Science Theater 3000: The Movie (1996)
501,Space Jam (1996)
502,Barbarella (1968)
503,Some Folks Call It a Sling Blade (1993)
504,Alphaville (Alphaville, une étrange aventure de Lemmy Caution) (1965)
505,It's My Party (1996)
506,Operation Dumbo Drop (1995)
507,Mrs. Winterbourne (1996)
508,Solo (1996)
509,Substitute, The (1996)
510,True Crime (1996)
511,Feeling Minnesota (1996)
512,Angus (1995)
513,Quest, The (1996)
514,Mulholland Falls (1996)
515,Truth About Cats & Dogs, The (1996)
516,Oliver & Company (1988)
517,Celtic Pride (1996)
518,Flipper (1996)
519,Dead Man (1995)
520,Horseman on the Roof, The (Hussard sur le toit, Le) (1995)
521,Visitors, The (Visiteurs, Les) (1993)
522,Multiplicity (1996)
523,Wallace & Gromit: The Best of Aardman Animation (1996)
524,Craft, The (1996)
525,Great White Hype, The (1996)
526,Last Dance (1996)
527,Cold Comfort Farm (1995)
528,Heaven's Prisoners (1996)
529,Rock, The (1996)
530,Cemetery Man (Dellamorte Dellamore) (1994)
531,Twister (1996)
532,Barb Wire (1996)
533,Ghost in the Shell (Kôkaku kidôtai) (1995)
534,Thinner (1996)
535,Spy Hard (1996)
536,Wallace & Gromit: A Close Shave (1995)
537,Stupids, The (1996)
538,Arrival, The (1996)
539,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
540,Stalingrad (1993)
541,Phantom, The (1996)
542,Striptease (1996)
543,Heavy (1995)
544,Jack (1996)
545,I Shot Andy Warhol (1996)
546,Trainspotting (1996)
547,'Til There Was You (1997)
548,Independence Day (a.k.a. ID4) (1996)
549,Stealing Beauty (1996)
550,Fan, The (1996)
551,Hunchback of Notre Dame, The (1996)
552,Cable Guy, The (1996)
553,Kingpin (1996)
554,Eraser (1996)
555,Nutty Professor, The (1996)
556,Daylight (1996)
557,Frighteners, The (1996)
558,Lone Star (1996)
559,Harriet the Spy (1996)
560,Phenomenon (1996)
561,Walking and Talking (1996)
562,She's the One (1996)
563,Time to Kill, A (1996)
564,American Buffalo (1996)
565,Alaska (1996)
566,Fled (1996)
567,Kazaam (1996)
568,Very Brady Sequel, A (1996)
569,Adventures of Pinocchio, The (1996)
570,Joe's Apartment (1996)
571,First Wives Club, The (1996)
572,Ransom (1996)
573,High School High (1996)
574,Foxfire (1996)
575,Chain Reaction (1996)
576,Matilda (1996)
577,Emma (1996)
578,Crow: City of Angels, The (1996)
579,House Arrest (1996)
580,Eyes Without a Face (Yeux sans visage, Les) (1959)
581,Tales from the Crypt Presents: Bordello of Blood (1996)
582,Spitfire Grill, The (1996)
583,Escape from L.A. (1996)
584,Basquiat (1996)
585,Tin Cup (1996)
586,Godfather, The (1972)
587,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
588,Bound (1996)
589,Kansas City (1996)
590,Nothing to Lose (1994)
591,Relic, The (1997)
592,Island of Dr. Moreau, The (1996)
593,First Kid (1996)
594,Trigger Effect, The (1996)
595,Bogus (1996)
596,Bulletproof (1996)
597,Land Before Time III: The Time of the Great Giving (1995)
598,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995)
599,Twelfth Night (1996)
600,Mother Night (1996)
601,For Whom the Bell Tolls (1943)
602,Philadelphia Story, The (1940)
603,Singin' in the Rain (1952)
604,American in Paris, An (1951)
605,Funny Face (1957)
606,Breakfast at Tiffany's (1961)
607,Vertigo (1958)
608,Rear Window (1954)
609,It Happened One Night (1934)
610,Gaslight (1944)
611,Gay Divorcee, The (1934)
612,North by Northwest (1959)
613,Apartment, The (1960)
614,Some Like It Hot (1959)
615,Charade (1963)
616,Casablanca (1942)
617,Maltese Falcon, The (1941)
618,My Fair Lady (1964)
619,Sabrina (1954)
620,Roman Holiday (1953)
621,Little Princess, The (1939)
622,Meet Me in St. Louis (1944)
623,Wizard of Oz, The (1939)
624,Gone with the Wind (1939)
625,My Favorite Year (1982)
626,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
627,Citizen Kane (1941)
628,2001: A Space Odyssey (1968)
629,All About Eve (1950)
630,Women, The (1939)
631,Rebecca (1940)
632,Foreign Correspondent (1940)
633,Notorious (1946)
634,Spellbound (1945)
635,Affair to Remember, An (1957)
636,To Catch a Thief (1955)
637,Father of the Bride (1950)
638,Band Wagon, The (1953)
639,Ninotchka (1939)
640,Love in the Afternoon (1957)
641,Gigi (1958)
642,Adventures of Robin Hood, The (1938)
643,Mark of Zorro, The (1940)
644,Laura (1944)
645,Ghost and Mrs. Muir, The (1947)
646,Lost Horizon (1937)
647,Top Hat (1935)
648,To Be or Not to Be (1942)
649,My Man Godfrey (1936)
650,Giant (1956)
651,East of Eden (1955)
652,Thin Man, The (1934)
653,His Girl Friday (1940)
654,Around the World in 80 Days (1956)
655,It's a Wonderful Life (1946)
656,Mr. Smith Goes to Washington (1939)
657,Bringing Up Baby (1938)
658,Inspector General, The (1949)
659,39 Steps, The (1935)
660,Night of the Living Dead (1968)
661,African Queen, The (1951)
662,Cat on a Hot Tin Roof (1958)
663,Meet John Doe (1941)
664,Picnic (1955)
665,Fly Away Home (1996)
666,Grace of My Heart (1996)
667,Maximum Risk (1996)
668,Michael Collins (1996)
669,Big Night (1996)
670,Last Man Standing (1996)
671,Set It Off (1996)
672,2 Days in the Valley (1996)
673,Extreme Measures (1996)
674,Glimmer Man, The (1996)
675,D3: The Mighty Ducks (1996)
676,Chamber, The (1996)
677,Apple Dumpling Gang, The (1975)
678,Davy Crockett, King of the Wild Frontier (1955)
679,Escape to Witch Mountain (1975)
680,Love Bug, The (1969)
681,Herbie Rides Again (1974)
682,Old Yeller (1957)
683,Parent Trap, The (1961)
684,Pollyanna (1960)
685,Homeward Bound: The Incredible Journey (1993)
686,Shaggy Dog, The (1959)
687,Swiss Family Robinson (1960)
688,That Darn Cat! (1965)
689,20,000 Leagues Under the Sea (1954)
690,Cool Runnings (1993)
691,Angels in the Outfield (1994)
692,Cinderella (1950)
693,Winnie the Pooh and the Blustery Day (1968)
694,Three Caballeros, The (1945)
695,Sword in the Stone, The (1963)
696,Robin Hood: Prince of Thieves (1991)
697,Mary Poppins (1964)
698,Dumbo (1941)
699,Pete's Dragon (1977)
700,Bedknobs and Broomsticks (1971)
701,Alice in Wonderland (1951)
702,Fox and the Hound, The (1981)
703,Freeway (1996)
704,Sound of Music, The (1965)
705,Die Hard (1988)
706,Lawnmower Man, The (1992)
707,Secrets & Lies (1996)
708,That Thing You Do! (1996)
709,To Gillian on Her 37th Birthday (1996)
710,Surviving Picasso (1996)
711,Beautiful Thing (1996)
712,Long Kiss Goodnight, The (1996)
713,Ghost and the Darkness, The (1996)
714,Looking for Richard (1996)
715,Trees Lounge (1996)
716,Get on the Bus (1996)
717,Jude (1996)
718,Everyone Says I Love You (1996)
719,William Shakespeare's Romeo + Juliet (1996)
720,Swingers (1996)
721,Sleepers (1996)
722,Aladdin and the King of Thieves (1996)
723,Shall We Dance (1937)
724,Murder, My Sweet (1944)
725,Willy Wonka & the Chocolate Factory (1971)
726,Innocents, The (1961)
727,Sleeper (1973)
728,Bananas (1971)
729,Fish Called Wanda, A (1988)
730,Monty Python's Life of Brian (1979)
731,Victor/Victoria (1982)
732,Candidate, The (1972)
733,Great Race, The (1965)
734,Bonnie and Clyde (1967)
735,Old Man and the Sea, The (1958)
736,Dial M for Murder (1954)
737,Dirty Dancing (1987)
738,Reservoir Dogs (1992)
739,Platoon (1986)
740,Weekend at Bernie's (1989)
741,Basic Instinct (1992)
742,Doors, The (1991)
743,Crying Game, The (1992)
744,Glengarry Glen Ross (1992)
745,Sophie's Choice (1982)
746,E.T. the Extra-Terrestrial (1982)
747,Christmas Carol, A (1938)
748,Days of Thunder (1990)
749,Top Gun (1986)
750,Rebel Without a Cause (1955)
751,Streetcar Named Desire, A (1951)
752,Children of the Corn IV: The Gathering (1996)
753,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996)
754,Associate, The (1996)
755,People vs. Larry Flynt, The (1996)
756,On Golden Pond (1981)
757,Return of the Pink Panther, The (1975)
758,Drop Dead Fred (1991)
759,Abyss, The (1989)
760,Fog, The (1980)
761,Escape from New York (1981)
762,Howling, The (1980)
763,Jean de Florette (1986)
764,Manon of the Spring (Manon des sources) (1986)
765,Private Benjamin (1980)
766,Monty Python and the Holy Grail (1975)
767,When We Were Kings (1996)
768,Wallace & Gromit: The Wrong Trousers (1993)
769,Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)
770,Tin Drum, The (Blechtrommel, Die) (1979)
771,Ruling Class, The (1972)
772,Dear God (1996)
773,Bob Roberts (1992)
774,Cinema Paradiso (Nuovo cinema Paradiso) (1989)
775,Cook the Thief His Wife & Her Lover, The (1989)
776,Delicatessen (1991)
777,Double Life of Veronique, The (Double Vie de Véronique, La) (1991)
778,Enchanted April (1992)
779,Paths of Glory (1957)
780,Grifters, The (1990)
781,English Patient, The (1996)
782,Mediterraneo (1991)
783,My Left Foot (1989)
784,Sex, Lies, and Videotape (1989)
785,Passion Fish (1992)
786,Strictly Ballroom (1992)
787,Thin Blue Line, The (1988)
788,Tie Me Up! Tie Me Down! (¡Átame!) (1990)
789,Madonna: Truth or Dare (1991)
790,Paris Is Burning (1990)
791,One Flew Over the Cuckoo's Nest (1975)
792,Cheech and Chong's Up in Smoke (1978)
793,Star Wars: Episode V - The Empire Strikes Back (1980)
794,Princess Bride, The (1987)
795,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)
796,Brazil (1985)
797,Aliens (1986)
798,Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)
799,Withnail & I (1987)
800,12 Angry Men (1957)
801,Lawrence of Arabia (1962)
802,Clockwork Orange, A (1971)
803,To Kill a Mockingbird (1962)
804,Apocalypse Now (1979)
805,Once Upon a Time in the West (C'era una volta il West) (1968)
806,Star Wars: Episode VI - Return of the Jedi (1983)
807,Wings of Desire (Himmel über Berlin, Der) (1987)
808,Third Man, The (1949)
809,Goodfellas (1990)
810,Alien (1979)
811,Army of Darkness (1993)
812,Big Blue, The (Grand bleu, Le) (1988)
813,Ran (1985)
814,Killer, The (Die xue shuang xiong) (1989)
815,Psycho (1960)
816,Blues Brothers, The (1980)
817,Godfather: Part II, The (1974)
818,Full Metal Jacket (1987)
819,Grand Day Out with Wallace and Gromit, A (1989)
820,Henry V (1989)
821,Amadeus (1984)
822,Quiet Man, The (1952)
823,Once Upon a Time in America (1984)
824,Raging Bull (1980)
825,Annie Hall (1977)
826,Right Stuff, The (1983)
827,Stalker (1979)
828,Boot, Das (Boat, The) (1981)
829,Sting, The (1973)
830,Harold and Maude (1971)
831,Trust (1990)
832,Seventh Seal, The (Sjunde inseglet, Det) (1957)
833,Local Hero (1983)
834,Terminator, The (1984)
835,Dead Alive (Braindead) (1992)
836,Glory (1989)
837,Rosencrantz and Guildenstern Are Dead (1990)
838,Manhattan (1979)
839,Miller's Crossing (1990)
840,Dead Poets Society (1989)
841,Graduate, The (1967)
842,Touch of Evil (1958)
843,Femme Nikita, La (Nikita) (1990)
844,Bridge on the River Kwai, The (1957)
845,8 1/2 (8½) (1963)
846,Chinatown (1974)
847,Day the Earth Stood Still, The (1951)
848,Treasure of the Sierra Madre, The (1948)
849,Bad Taste (1987)
850,Duck Soup (1933)
851,Better Off Dead... (1985)
852,Shining, The (1980)
853,Stand by Me (1986)
854,M (1931)
855,Evil Dead II (Dead by Dawn) (1987)
856,Great Escape, The (1963)
857,Deer Hunter, The (1978)
858,Diva (1981)
859,Groundhog Day (1993)
860,Unforgiven (1992)
861,Manchurian Candidate, The (1962)
862,Pump Up the Volume (1990)
863,Arsenic and Old Lace (1944)
864,Back to the Future (1985)
865,Fried Green Tomatoes (1991)
866,Patton (1970)
867,Down by Law (1986)
868,Akira (1988)
869,Highlander (1986)
870,Cool Hand Luke (1967)
871,Cyrano de Bergerac (1990)
872,Young Frankenstein (1974)
873,Night on Earth (1991)
874,Raise the Red Lantern (Da hong deng long gao gao gua) (1991)
875,Great Dictator, The (1940)
876,Fantasia (1940)
877,High Noon (1952)
878,Big Sleep, The (1946)
879,Heathers (1989)
880,Somewhere in Time (1980)
881,Ben-Hur (1959)
882,This Is Spinal Tap (1984)
